Label;Y;X
960;325;544
960;325;545
960;325;546
960;325;547
961;325;554
961;325;555
961;325;556
961;325;557
962;325;914
962;325;915
963;325;926
963;325;927
963;325;928
963;325;929
963;325;930
963;325;931
963;325;932
963;325;933
963;325;934
964;326;541
964;326;542
964;326;543
965;326;558
965;326;559
965;326;560
966;326;904
967;326;916
967;326;917
967;326;918
967;326;919
967;326;920
967;326;921
967;326;922
967;326;923
967;326;924
967;326;925
968;326;940
968;326;941
968;326;942
969;327;540
970;327;561
970;327;562
971;327;905
972;327;938
972;327;939
973;328;538
973;328;539
974;328;563
975;328;906
975;329;906
976;328;936
976;328;937
977;329;537
978;329;564
979;329;934
979;329;935
980;330;536
981;330;565
982;330;907
983;330;931
983;330;932
983;330;933
984;331;535
985;331;566
986;331;908
986;332;908
987;331;929
987;331;930
988;332;534
988;333;534
989;332;567
990;332;927
990;332;928
991;333;568
991;334;568
992;333;909
992;334;909
992;335;909
992;336;909
992;337;909
992;338;909
992;339;909
992;340;909
992;341;909
992;342;909
992;343;909
993;333;925
993;333;926
994;334;533
995;334;922
995;334;923
995;334;924
996;335;532
996;336;532
996;337;532
997;335;569
997;336;569
998;335;920
998;335;921
999;336;159
999;336;160
999;337;159
999;338;159
999;339;159
1000;336;189
1000;336;190
1000;337;190
1000;338;190
1000;339;190
1001;336;919
1002;337;161
1002;338;161
1003;337;188
1003;338;188
1004;337;570
1004;338;570
1004;339;570
1005;337;918
1005;338;918
1005;339;918
1006;338;531
1006;339;531
1006;340;531
1007;339;162
1007;340;162
1008;339;187
1008;340;187
1009;340;160
1009;341;160
1009;342;160
1010;340;189
1010;341;189
1010;342;189
1010;343;189
1011;340;571
1011;341;571
1011;342;571
1011;343;571
1011;344;571
1011;345;571
1011;346;571
1011;347;571
1011;348;571
1011;349;571
1011;350;571
1012;340;917
1012;341;917
1013;341;163
1014;341;186
1014;342;186
1015;341;530
1015;342;530
1015;343;530
1015;344;530
1015;345;530
1015;346;530
1015;347;530
1015;348;530
1016;342;164
1016;343;164
1017;342;916
1017;343;916
1018;343;161
1018;344;161
1018;345;161
1018;346;161
1019;343;185
1020;344;165
1020;345;165
1021;344;184
1021;345;184
1022;344;188
1022;345;188
1022;346;188
1023;344;908
1023;345;908
1023;346;908
1023;347;908
1023;348;908
1023;349;908
1023;350;908
1023;351;908
1023;352;908
1024;344;915
1024;345;915
1025;346;166
1025;347;166
1026;346;183
1026;347;183
1027;346;914
1027;347;914
1027;348;914
1028;347;162
1028;348;162
1028;349;162
1029;347;187
1029;348;187
1029;349;187
1029;350;187
1030;348;167
1031;348;182
1031;349;182
1032;349;168
1032;350;168
1033;349;531
1033;350;531
1033;351;531
1033;352;531
1034;349;913
1034;350;913
1035;350;163
1035;351;163
1035;352;163
1036;350;181
1036;351;181
1037;350;305
1037;350;306
1037;350;307
1037;351;307
1037;351;305
1037;352;305
1037;352;306
1037;353;306
1037;354;306
1037;355;306
1037;356;306
1037;357;306
1037;358;306
1037;359;306
1037;360;306
1038;351;169
1038;352;169
1039;351;186
1039;352;186
1039;353;186
1039;354;186
1040;351;570
1040;352;570
1040;353;570
1041;351;912
1041;352;912
1042;352;180
1042;353;180
1043;353;164
1043;354;164
1043;355;164
1043;356;164
1044;353;170
1045;353;304
1045;354;304
1045;355;304
1046;353;532
1046;354;532
1047;353;907
1047;354;907
1047;355;907
1047;356;907
1047;357;907
1047;358;907
1047;359;907
1047;360;907
1047;360;908
1047;361;908
1047;361;907
1048;353;911
1048;354;911
1048;355;911
1049;354;171
1049;355;171
1050;354;179
1051;354;276
1051;355;276
1051;355;277
1051;356;276
1051;357;276
1052;354;569
1052;355;569
1053;355;178
1053;356;178
1054;355;185
1054;356;185
1054;357;185
1054;358;185
1055;355;533
1055;356;533
1056;356;172
1056;357;172
1057;356;278
1058;356;303
1058;357;303
1059;356;568
1060;356;910
1060;357;910
1061;357;165
1061;358;165
1061;359;165
1061;360;165
1062;357;177
1062;358;177
1063;357;209
1063;357;210
1063;357;211
1063;357;212
1063;358;212
1063;358;211
1064;357;279
1065;357;534
1066;357;567
1066;358;567
1067;358;138
1067;358;139
1067;358;140
1067;358;141
1067;358;142
1067;359;139
1067;359;138
1068;358;173
1068;359;173
1069;358;205
1069;358;206
1069;358;207
1069;358;208
1070;358;277
1070;359;277
1071;358;280
1071;359;280
1072;358;302
1072;359;302
1072;360;302
1073;358;535
1074;358;909
1074;359;909
1075;359;143
1075;359;144
1075;359;145
1075;359;146
1076;359;176
1076;360;176
1077;359;184
1077;360;184
1077;361;184
1077;362;184
1078;359;202
1078;359;203
1078;359;204
1079;359;209
1079;359;210
1080;359;536
1080;360;536
1080;360;537
1081;359;566
1082;360;140
1082;360;141
1083;360;147
1083;360;148
1083;360;149
1084;360;174
1085;360;198
1085;360;199
1085;360;200
1085;360;201
1086;360;208
1087;360;278
1087;361;278
1088;360;281
1089;360;565
1090;361;142
1091;361;150
1091;361;151
1091;361;152
1091;361;153
1092;361;166
1092;362;166
1092;363;166
1093;361;175
1094;361;195
1094;361;196
1094;361;197
1095;361;206
1095;361;207
1096;361;282
1097;361;301
1097;362;301
1097;363;301
1098;361;305
1098;362;305
1098;363;305
1098;364;305
1098;365;305
1098;366;305
1098;367;305
1098;368;305
1098;369;305
1099;361;538
1100;361;563
1100;361;564
1101;362;143
1101;362;144
1102;362;154
1102;362;155
1102;362;156
1102;362;157
1103;362;191
1103;362;192
1103;362;193
1103;362;194
1104;362;204
1104;362;205
1105;362;279
1105;363;279
1106;362;283
1107;362;539
1107;362;540
1108;362;562
1109;363;145
1109;363;146
1110;363;158
1110;363;159
1110;363;160
1110;363;161
1111;363;183
1112;363;188
1112;363;189
1112;363;190
1113;363;203
1114;363;284
1114;364;284
1115;363;541
1115;363;542
1116;363;560
1116;363;561
1117;364;147
1117;364;148
1118;364;162
1118;364;163
1118;364;164
1119;364;167
1120;364;184
1120;364;185
1120;364;186
1120;364;187
1121;364;201
1121;364;202
1122;364;280
1122;365;280
1122;366;280
1123;364;300
1123;365;300
1124;364;543
1124;364;544
1125;364;557
1125;364;558
1125;364;559
1126;365;149
1126;365;150
1127;365;165
1127;365;166
1128;365;199
1128;365;200
1129;365;285
1130;365;545
1130;365;546
1130;365;547
1130;365;548
1130;365;549
1130;365;550
1130;365;551
1130;365;552
1130;365;553
1130;365;554
1130;365;555
1130;365;556
1131;366;151
1132;366;197
1132;366;198
1133;366;286
1134;366;299
1134;367;299
1134;368;299
1135;367;152
1135;367;153
1136;367;196
1137;367;281
1137;368;281
1138;367;287
1139;367;330
1139;367;331
1139;368;331
1139;369;331
1139;369;330
1140;368;154
1140;368;155
1141;368;194
1141;368;195
1142;368;288
1142;369;288
1143;368;328
1143;368;329
1144;369;156
1144;369;157
1145;369;192
1145;369;193
1146;369;282
1146;370;282
1147;369;298
1147;370;298
1147;371;298
1148;369;326
1148;369;327
1149;370;158
1149;370;159
1150;370;191
1151;370;289
1152;370;304
1152;371;304
1152;372;304
1152;373;304
1152;374;304
1152;375;304
1152;376;304
1152;377;304
1152;378;304
1153;370;324
1153;370;325
1154;370;329
1155;371;160
1155;371;161
1156;371;189
1156;371;190
1157;371;283
1157;372;283
1158;371;290
1159;371;322
1159;371;323
1160;371;328
1161;372;162
1162;372;188
1163;372;291
1164;372;297
1164;373;297
1165;372;320
1165;372;321
1166;372;327
1167;373;163
1168;373;187
1169;373;284
1169;374;284
1170;373;292
1170;374;292
1171;373;317
1171;373;318
1171;373;319
1172;373;325
1172;373;326
1173;374;161
1173;374;162
1174;374;188
1174;374;189
1175;374;296
1175;375;296
1175;376;296
1176;374;315
1176;374;316
1177;374;324
1178;375;160
1179;375;190
1179;375;191
1180;375;285
1180;376;285
1180;377;285
1181;375;293
1182;375;313
1182;375;314
1183;375;323
1184;376;158
1184;376;159
1185;376;192
1185;376;193
1186;376;294
1187;376;311
1187;376;312
1188;376;322
1189;377;156
1189;377;157
1190;377;194
1190;377;195
1191;377;295
1192;377;309
1192;377;310
1193;377;320
1193;377;321
1194;378;155
1195;378;196
1196;378;286
1196;379;286
1197;378;306
1197;378;307
1197;378;308
1198;378;319
1199;379;153
1199;379;154
1200;379;197
1200;379;198
1201;379;258
1201;379;259
1201;379;260
1201;379;261
1201;379;262
1201;379;263
1201;380;259
1201;380;258
1202;379;305
1203;379;318
1204;380;151
1204;380;152
1205;380;199
1205;380;200
1206;380;264
1206;380;265
1206;380;266
1206;380;267
1206;380;268
1206;380;269
1206;380;270
1206;380;271
1206;380;272
1207;380;287
1207;381;287
1208;380;317
1209;381;149
1209;381;150
1210;381;165
1210;381;166
1211;381;184
1211;381;185
1211;381;186
1212;381;201
1212;381;202
1213;381;260
1213;381;261
1214;381;273
1214;381;274
1214;381;275
1214;381;276
1214;381;277
1214;381;278
1214;381;279
1214;381;280
1214;381;281
1215;381;315
1215;381;316
1216;382;148
1217;382;162
1217;382;163
1217;382;164
1218;382;167
1218;383;167
1219;382;183
1220;382;187
1220;382;188
1220;382;189
1220;382;190
1221;382;203
1221;382;204
1222;382;262
1222;382;263
1222;382;264
1223;382;282
1223;382;283
1223;382;284
1223;382;285
1223;382;286
1224;382;314
1225;383;146
1225;383;147
1226;383;158
1226;383;159
1226;383;160
1226;383;161
1227;383;184
1227;384;184
1227;385;184
1227;386;184
1228;383;191
1228;383;192
1228;383;193
1229;383;205
1230;383;265
1230;383;266
1230;383;267
1231;383;313
1232;384;144
1232;384;145
1233;384;155
1233;384;156
1233;384;157
1234;384;166
1234;385;166
1234;386;166
1234;387;166
1235;384;194
1235;384;195
1235;384;196
1235;384;197
1236;384;206
1236;384;207
1237;384;268
1237;384;269
1237;384;270
1238;384;312
1239;385;143
1240;385;151
1240;385;152
1240;385;153
1240;385;154
1241;385;175
1242;385;198
1242;385;199
1242;385;200
1242;385;201
1243;385;208
1243;385;209
1244;385;271
1244;385;272
1245;385;310
1245;385;311
1246;386;141
1246;386;142
1247;386;148
1247;386;149
1247;386;150
1248;386;174
1248;387;174
1249;386;176
1250;386;202
1250;386;203
1250;386;204
1250;386;205
1251;386;210
1251;386;211
1252;386;273
1252;386;274
1252;386;275
1253;386;309
1253;387;309
1254;387;139
1254;387;140
1255;387;145
1255;387;146
1255;387;147
1256;387;177
1256;388;177
1257;387;185
1257;388;185
1257;389;185
1258;387;206
1258;387;207
1258;387;208
1258;387;209
1259;387;212
1259;388;212
1259;388;211
1259;388;210
1260;387;276
1260;387;277
1260;387;278
1261;388;138
1261;389;138
1261;389;139
1261;389;140
1262;388;141
1262;388;142
1262;388;143
1262;388;144
1263;388;165
1263;389;165
1263;390;165
1264;388;173
1265;388;279
1265;388;280
1266;388;310
1266;388;311
1266;388;312
1267;389;172
1267;390;172
1268;389;178
1269;389;281
1269;389;282
1269;389;283
1270;389;313
1270;389;314
1270;389;315
1271;390;179
1271;391;179
1272;390;186
1272;391;186
1272;392;186
1273;390;284
1274;390;316
1274;390;317
1275;391;164
1275;392;164
1275;393;164
1275;394;164
1276;391;171
1276;392;171
1277;391;285
1278;391;318
1278;391;319
1278;391;320
1279;392;180
1279;393;180
1280;392;283
1280;392;284
1281;392;321
1281;392;322
1281;392;323
1282;393;170
1282;394;170
1283;393;187
1283;394;187
1283;395;187
1283;396;187
1284;393;282
1285;393;324
1285;393;325
1286;394;181
1286;395;181
1287;394;281
1288;394;326
1288;394;327
1288;394;328
1289;395;163
1289;396;163
1289;397;163
1289;398;163
1290;395;169
1290;396;169
1291;395;280
1292;395;307
1292;395;308
1292;395;309
1293;395;329
1293;395;330
1294;396;182
1295;396;279
1296;396;306
1297;396;310
1297;396;311
1297;396;312
1297;396;313
1297;396;314
1297;396;315
1297;396;316
1297;396;317
1298;396;331
1298;396;332
1298;396;333
1299;397;168
1300;397;183
1300;398;183
1301;397;188
1301;398;188
1301;399;188
1302;397;277
1302;397;278
1303;397;307
1303;398;307
1304;397;318
1304;397;319
1304;397;320
1304;397;321
1304;397;322
1304;397;323
1304;397;324
1304;397;325
1304;397;326
1305;397;334
1305;397;335
1305;397;336
1305;398;336
1305;398;335
1305;398;334
1305;398;333
1305;398;332
1305;398;331
1305;398;330
1305;398;329
1305;398;328
1305;398;327
1306;398;167
1306;399;167
1307;398;276
1308;398;289
1309;399;162
1309;400;162
1309;401;162
1309;402;162
1310;399;184
1310;400;184
1311;399;275
1312;399;287
1312;399;288
1313;399;290
1313;400;290
1313;401;290
1313;402;290
1313;403;290
1313;404;290
1313;405;290
1314;399;308
1314;400;308
1315;400;166
1315;401;166
1316;400;189
1316;401;189
1316;402;189
1316;403;189
1317;400;274
1318;400;285
1318;400;286
1319;400;299
1320;401;185
1321;401;272
1321;401;273
1322;401;283
1322;401;284
1323;401;298
1323;402;298
1324;401;300
1324;402;300
1325;401;309
1325;402;309
1325;403;309
1326;402;165
1326;403;165
1327;402;186
1327;403;186
1328;402;271
1329;402;281
1329;402;282
1330;403;161
1330;404;161
1330;405;161
1330;406;161
1331;403;270
1332;403;278
1332;403;279
1332;403;280
1333;403;297
1333;404;297
1333;405;297
1334;403;301
1335;404;164
1335;405;164
1336;404;187
1336;405;187
1337;404;190
1337;405;190
1337;406;190
1338;404;268
1338;404;269
1339;404;276
1339;404;277
1340;404;302
1341;404;310
1341;405;310
1342;405;267
1343;405;274
1343;405;275
1344;405;303
1345;406;163
1345;407;163
1346;406;188
1346;407;188
1347;406;266
1348;406;272
1348;406;273
1349;406;289
1349;407;289
1349;408;289
1349;409;289
1349;410;289
1349;411;289
1349;412;289
1349;413;289
1349;414;289
1350;406;296
1350;407;296
1350;408;296
1351;406;304
1351;407;304
1352;406;311
1352;407;311
1353;407;160
1353;408;160
1353;409;160
1353;409;161
1353;410;161
1353;410;160
1354;407;191
1354;408;191
1354;409;191
1354;409;190
1354;410;190
1354;410;191
1355;407;265
1356;407;270
1356;407;271
1357;408;162
1358;408;189
1359;408;263
1359;408;264
1360;408;267
1360;408;268
1360;408;269
1361;408;305
1362;408;312
1362;409;312
1363;409;262
1364;409;265
1364;409;266
1365;409;295
1365;410;295
1366;409;306
1367;410;263
1367;410;264
1368;410;307
1368;411;307
1369;410;313
1369;411;313
1370;411;294
1370;412;294
1370;413;294
1371;412;308
1372;412;314
1372;413;314
1372;414;314
1373;413;309
1374;414;293
1374;415;293
1374;416;293
1375;414;310
1376;415;288
1376;416;288
1376;417;288
1376;418;288
1376;419;288
1376;420;288
1376;421;288
1376;422;288
1376;423;288
1377;415;311
1377;416;311
1378;415;315
1378;416;315
1379;417;292
1379;418;292
1380;417;312
1381;417;316
1381;418;316
1382;418;313
1383;419;291
1383;420;291
1383;421;291
1384;419;314
1385;419;317
1385;420;317
1386;420;315
1386;421;315
1387;421;318
1387;422;318
1387;423;318
1387;423;317
1388;422;290
1388;423;290
1388;424;290
1389;422;316
1390;424;287
1390;425;287
1390;426;287
1390;427;287
1390;427;288
1390;428;288
1390;428;287
1391;425;289
1391;426;289
1392;455;896
1392;455;897
1392;455;898
1392;455;899
1392;455;900
1392;455;901
1392;455;902
1392;455;903
1392;455;904
1393;456;893
1393;456;894
1393;456;895
1394;456;905
1394;456;906
1394;456;907
1394;456;908
1395;457;890
1395;457;891
1395;457;892
1396;457;909
1396;457;910
1397;458;889
1398;458;911
1398;458;912
1399;459;887
1399;459;888
1400;459;913
1401;460;456
1401;460;457
1401;461;456
1402;460;886
1403;460;914
1404;461;458
1404;461;459
1405;461;885
1406;461;915
1407;462;457
1408;462;460
1408;462;461
1409;462;884
1409;463;884
1410;462;916
1411;463;458
1412;463;462
1412;463;463
1412;463;464
1413;463;917
1413;464;917
1414;464;459
1415;464;465
1415;464;466
1416;464;507
1416;464;508
1416;465;508
1416;466;508
1416;466;507
1417;464;883
1418;465;460
1419;465;467
1419;465;468
1420;465;504
1420;465;505
1420;465;506
1421;465;882
1421;466;882
1422;465;918
1423;466;461
1424;466;469
1424;466;470
1425;466;500
1425;466;501
1425;466;502
1425;466;503
1426;466;919
1426;467;919
1426;468;919
1427;467;462
1428;467;471
1428;467;472
1429;467;497
1429;467;498
1429;467;499
1430;467;506
1431;467;881
1431;468;881
1431;469;881
1432;468;463
1433;468;473
1433;468;474
1434;468;494
1434;468;495
1434;468;496
1435;468;504
1435;468;505
1436;469;464
1437;469;475
1437;469;476
1438;469;490
1438;469;491
1438;469;492
1438;469;493
1439;469;503
1440;469;920
1440;470;920
1440;471;920
1440;472;920
1441;470;465
1442;470;477
1442;470;478
1443;470;487
1443;470;488
1443;470;489
1444;470;501
1444;470;502
1445;470;880
1445;471;880
1445;472;880
1445;473;880
1445;474;880
1445;475;880
1445;476;880
1445;477;880
1445;478;880
1445;479;880
1445;480;880
1445;481;880
1446;471;466
1447;471;479
1447;471;480
1448;471;483
1448;471;484
1448;471;485
1448;471;486
1449;471;500
1450;472;467
1451;472;481
1451;472;482
1452;472;498
1452;472;499
1453;473;468
1454;473;497
1455;473;921
1455;474;921
1455;475;921
1455;476;921
1455;477;921
1455;478;921
1456;474;469
1457;474;495
1457;474;496
1458;475;470
1459;475;494
1460;476;471
1461;476;493
1462;477;472
1462;477;473
1463;477;491
1463;477;492
1464;478;474
1465;478;489
1465;478;490
1466;479;475
1467;479;488
1468;479;920
1468;480;920
1468;481;920
1468;482;920
1469;480;476
1469;481;476
1469;482;476
1469;483;476
1469;484;476
1469;485;476
1469;486;476
1469;487;476
1470;480;487
1471;481;486
1472;482;485
1472;483;485
1472;484;485
1472;485;485
1473;482;881
1473;483;881
1473;484;881
1474;483;919
1474;484;919
1474;485;919
1475;485;882
1475;486;882
1476;486;484
1476;487;484
1476;488;484
1476;489;484
1477;486;918
1478;487;883
1479;487;917
1479;488;917
1480;488;477
1480;489;477
1480;490;477
1480;491;477
1480;492;477
1480;493;477
1480;494;477
1480;495;477
1480;496;477
1480;497;477
1480;498;477
1480;499;477
1480;500;477
1481;488;884
1481;489;884
1482;489;916
1483;490;483
1483;491;483
1483;492;483
1483;493;483
1484;490;885
1485;490;915
1486;491;886
1486;491;887
1487;491;914
1488;492;888
1489;492;912
1489;492;913
1490;493;889
1490;493;890
1491;493;911
1492;494;482
1492;495;482
1492;496;482
1492;497;482
1493;494;891
1493;494;892
1494;494;909
1494;494;910
1495;495;893
1495;495;894
1495;495;895
1496;495;905
1496;495;906
1496;495;907
1496;495;908
1497;496;896
1497;496;897
1497;496;898
1497;496;899
1497;496;900
1497;496;901
1497;496;902
1497;496;903
1497;496;904
1498;498;481
1498;499;481
1498;500;481
1498;501;481
1499;501;478
1499;502;478
1499;503;478
1499;504;478
1499;505;478
1499;506;478
1499;506;479
1499;507;479
1499;507;478
1500;502;480
1500;503;480
1500;504;480
1500;505;480
1501;521;619
1501;521;620
1501;522;620
1501;523;620
1501;524;620
1501;525;620
1501;522;619
1502;523;618
1502;524;618
1502;525;618
1502;526;618
1502;527;618
1502;528;618
1502;529;618
1502;530;618
1502;531;618
1502;532;618
1502;533;618
1502;534;618
1502;535;618
1502;536;618
1502;537;618
1502;538;618
1503;526;621
1503;527;621
1503;528;621
1503;529;621
1503;530;621
1503;531;621
1504;531;647
1504;531;648
1504;532;648
1504;533;648
1505;532;622
1505;533;622
1505;534;622
1505;535;622
1505;536;622
1506;532;646
1507;533;645
1508;534;592
1509;534;644
1510;534;647
1511;535;591
1512;535;593
1513;535;643
1514;535;646
1514;536;646
1515;536;592
1515;537;592
1516;536;594
1516;536;595
1517;536;641
1517;536;642
1518;537;596
1519;537;623
1519;538;623
1519;539;623
1519;540;623
1519;541;623
1519;542;623
1520;537;640
1521;537;645
1522;538;593
1523;538;597
1523;538;598
1524;538;639
1525;538;644
1525;539;644
1526;539;594
1527;539;599
1528;539;617
1528;540;617
1528;541;617
1528;542;617
1528;543;617
1528;544;617
1528;545;617
1528;546;617
1528;547;617
1528;548;617
1528;549;617
1528;550;617
1529;539;638
1530;540;595
1531;540;600
1531;540;601
1532;540;637
1533;540;643
1534;541;596
1535;541;602
1536;541;636
1537;541;642
1537;542;642
1538;542;597
1539;542;603
1539;542;604
1540;542;635
1541;543;598
1542;543;605
1543;543;624
1543;544;624
1543;545;624
1543;546;624
1543;547;624
1544;543;634
1545;543;641
1546;544;599
1546;545;599
1547;544;606
1547;544;607
1548;544;632
1548;544;633
1549;544;640
1549;545;640
1550;544;763
1550;544;764
1550;544;765
1550;544;766
1550;544;767
1550;544;768
1550;544;769
1550;544;770
1550;544;771
1551;545;608
1552;545;631
1553;545;759
1553;545;760
1553;545;761
1553;545;762
1554;545;772
1554;545;773
1554;545;774
1555;546;600
1556;546;609
1557;546;630
1558;546;639
1559;546;757
1559;546;758
1560;546;775
1560;546;776
1561;547;601
1562;547;610
1562;547;611
1563;547;629
1564;547;638
1564;548;638
1565;547;756
1566;547;777
1566;547;778
1567;548;602
1568;548;612
1569;548;625
1569;549;625
1570;548;628
1571;548;754
1571;548;755
1572;548;779
1573;549;603
1574;549;613
1574;549;614
1575;549;627
1576;549;637
1577;549;753
1578;549;780
1578;549;781
1579;550;604
1580;550;615
1581;550;626
1582;550;636
1583;550;752
1584;550;782
1584;551;782
1585;551;605
1586;551;616
1587;551;635
1587;552;635
1588;551;751
1589;552;606
1590;552;750
1590;553;750
1591;552;783
1592;553;607
1592;554;607
1593;553;634
1594;553;784
1595;554;633
1595;555;633
1596;554;749
1596;555;749
1597;554;785
1597;555;785
1598;555;608
1599;556;609
1600;556;632
1601;556;748
1601;557;748
1602;556;786
1602;557;786
1602;558;786
1603;557;610
1604;557;633
1604;557;634
1604;557;635
1604;557;636
1604;557;637
1604;557;638
1604;557;639
1604;557;640
1604;557;641
1604;557;642
1604;557;643
1604;557;644
1604;557;645
1604;557;646
1604;557;647
1604;557;648
1605;558;607
1605;558;608
1605;558;609
1606;558;649
1606;558;650
1606;558;651
1606;558;652
1606;558;653
1606;558;654
1606;558;655
1606;558;656
1606;558;657
1606;558;658
1606;558;659
1606;558;660
1606;558;661
1606;558;662
1606;559;662
1607;558;747
1607;559;747
1607;560;747
1607;561;747
1607;562;747
1608;559;602
1608;559;603
1608;559;604
1608;559;605
1608;559;606
1609;559;787
1609;560;787
1609;561;787
1609;562;787
1609;563;787
1609;564;787
1609;565;787
1609;566;787
1609;567;787
1609;568;787
1609;569;787
1609;570;787
1610;560;112
1610;560;113
1610;560;114
1610;561;114
1610;561;112
1611;560;597
1611;560;598
1611;560;599
1611;560;600
1611;560;601
1612;560;656
1612;560;657
1612;560;658
1612;560;659
1612;560;660
1612;560;661
1613;561;592
1613;561;593
1613;561;594
1613;561;595
1613;561;596
1614;561;651
1614;561;652
1614;561;653
1614;561;654
1614;561;655
1615;562;111
1615;563;111
1616;562;113
1616;563;113
1616;564;113
1616;565;113
1617;562;586
1617;562;587
1617;562;588
1617;562;589
1617;562;590
1617;562;591
1618;562;645
1618;562;646
1618;562;647
1618;562;648
1618;562;649
1618;562;650
1619;563;582
1619;563;583
1619;563;584
1619;563;585
1619;564;585
1619;564;584
1619;564;583
1619;564;582
1620;563;640
1620;563;641
1620;563;642
1620;563;643
1620;563;644
1621;563;746
1621;564;746
1621;565;746
1621;566;746
1622;564;110
1622;565;110
1623;564;635
1623;564;636
1623;564;637
1623;564;638
1623;564;639
1624;565;586
1624;565;587
1624;565;588
1624;565;589
1624;565;590
1624;565;591
1624;565;592
1624;565;593
1624;565;594
1624;565;595
1624;565;596
1624;565;597
1624;565;598
1624;565;599
1624;565;600
1624;565;601
1625;565;634
1626;566;109
1626;567;109
1627;566;112
1627;567;112
1627;568;112
1627;569;112
1627;570;112
1628;566;602
1628;566;603
1628;566;604
1628;566;605
1628;566;606
1628;566;607
1628;566;608
1628;566;609
1628;566;610
1629;566;633
1630;567;611
1631;567;634
1632;567;747
1632;568;747
1632;569;747
1632;570;747
1632;571;747
1633;568;108
1634;568;610
1635;568;635
1636;569;107
1636;570;107
1637;569;609
1637;570;609
1638;569;636
1639;570;637
1640;571;106
1640;572;106
1641;571;111
1641;572;111
1641;573;111
1641;574;111
1641;575;111
1642;571;608
1643;571;638
1644;571;786
1644;572;786
1644;573;786
1645;572;607
1645;573;607
1646;572;627
1647;572;639
1647;573;639
1648;572;748
1648;573;748
1649;573;105
1650;573;617
1651;573;626
1651;574;626
1651;575;626
1651;576;626
1651;577;626
1651;578;626
1651;579;626
1651;580;626
1651;581;626
1651;582;626
1651;583;626
1651;584;626
1651;585;626
1651;586;626
1652;573;628
1652;573;629
1653;574;104
1653;575;104
1654;574;606
1655;574;616
1656;574;618
1657;574;630
1658;574;640
1659;574;749
1659;575;749
1660;574;785
1660;575;785
1661;575;605
1661;576;605
1662;575;615
1663;575;619
1663;576;619
1663;577;619
1663;578;619
1663;579;619
1664;575;631
1664;575;632
1665;575;641
1666;576;103
1666;577;103
1667;576;110
1667;577;110
1667;578;110
1667;579;110
1667;580;110
1668;576;614
1669;576;633
1670;576;642
1671;576;750
1671;577;750
1672;576;784
1673;577;604
1674;577;612
1674;577;613
1675;577;634
1675;577;635
1676;577;643
1677;577;783
1677;578;783
1678;578;102
1678;579;102
1679;578;603
1679;579;603
1680;578;611
1681;578;636
1682;578;644
1683;578;751
1684;579;610
1685;579;637
1685;579;638
1686;579;645
1687;579;752
1688;579;782
1689;580;101
1689;581;101
1690;580;602
1691;580;609
1692;580;620
1692;581;620
1692;582;620
1692;583;620
1692;584;620
1692;585;620
1693;580;639
1694;580;646
1695;580;753
1696;580;781
1697;581;109
1697;582;109
1697;583;109
1697;584;109
1697;585;109
1698;581;601
1698;582;601
1699;581;608
1700;581;640
1700;581;641
1701;581;647
1701;582;647
1702;581;754
1702;581;755
1703;581;779
1703;581;780
1704;582;100
1705;582;607
1706;582;642
1707;582;756
1708;582;778
1709;583;99
1710;583;600
1711;583;606
1712;583;643
1713;583;648
1714;583;757
1714;583;758
1715;583;775
1715;583;776
1715;583;777
1716;584;98
1717;584;599
1718;584;604
1718;584;605
1719;584;644
1719;584;645
1720;584;649
1721;584;759
1721;584;760
1721;584;761
1722;584;772
1722;584;773
1722;584;774
1723;585;95
1723;585;96
1723;585;97
1724;585;598
1724;586;598
1725;585;603
1726;585;646
1726;585;647
1727;585;650
1728;585;762
1728;585;763
1728;585;764
1728;585;765
1728;585;766
1728;585;767
1728;585;768
1728;585;769
1728;585;770
1728;585;771
1729;586;92
1729;586;93
1729;586;94
1730;586;108
1730;587;108
1730;588;108
1731;586;602
1732;586;621
1732;587;621
1732;588;621
1732;589;621
1732;590;621
1733;586;648
1734;586;651
1735;587;89
1735;587;90
1735;587;91
1736;587;597
1736;588;597
1737;587;601
1738;587;625
1738;588;625
1738;589;625
1738;590;625
1738;591;625
1738;592;625
1738;593;625
1738;594;625
1738;595;625
1738;596;625
1738;597;625
1738;598;625
1738;599;625
1738;600;625
1738;601;625
1738;601;624
1738;601;623
1738;600;623
1738;599;623
1738;598;623
1738;597;623
1739;587;649
1740;587;652
1740;588;652
1740;588;651
1740;588;650
1741;588;86
1741;588;87
1741;588;88
1742;588;600
1743;589;83
1743;589;84
1743;589;85
1744;589;109
1745;589;596
1746;589;599
1747;590;80
1747;590;81
1747;590;82
1748;590;110
1748;591;110
1749;590;595
1749;591;595
1749;591;596
1749;591;597
1749;592;595
1750;590;598
1751;591;77
1751;591;78
1751;591;79
1752;591;622
1752;592;622
1752;593;622
1752;594;622
1752;595;622
1752;596;622
1753;592;74
1753;592;75
1753;592;76
1754;592;111
1754;593;111
1755;593;73
1755;594;73
1755;594;74
1755;594;75
1755;594;76
1755;594;77
1755;594;78
1755;594;79
1755;594;80
1755;594;81
1755;594;82
1755;594;83
1755;594;84
1755;594;85
1755;594;86
1755;594;87
1755;594;88
1755;594;89
1755;594;90
1755;594;91
1755;594;92
1755;594;93
1755;594;94
1755;594;95
1755;594;96
1755;594;97
1755;594;98
1755;594;99
1755;594;100
1755;594;101
